Abattoir Name,RC Nr,Province,Status,ZA Nr,Expiry Date of ZA,Transformation/ Government,Price Information,SETA,Tel. 1,Tel. 2,FAX,VAT Number,Distance from Headoffice,Postal Address,City,Postal Code,Municipality,Physical Address, GPS Coordinates (DMS), GPS Coordinates (DMS) 2,Owner,Owner email,Owner Cell,Manager,Manager email,Manager Cell,Training,Training email,Training Cell,Accounts,Account email,Accounts Cell,Emails,Meat Inspection Services (Assignee Name),Assignee Contact Name,Assignee Contact Number,Meat Inspectors,Meat Examiner,QA Manager/s or HMS Contact,Floor Supervisor,Technical Manager,Contact Number,Email,Quality Control & Hygiene Manager,Cell Number,Email Control & Hygiene Manager,L/H,G,Units,Amount Slaughtered,CATTLE,CALVES,SHEEP,PIG,GOAT,GAME,CROCODILES,HORSES,Kosher,Halaal,Classification (C/NC),Grader,Deboning Plant,Processing Plant,Rendering Plant,Residue,2018 Member,2019 Member,2020 Members,2021 Members,2022 Members,2023 Members,2024 Members,2025 Members,2026 Members,Other Comments,Modified By,Modified,Modified Fields,Old Values,New Values,Can Mail Be sent to Client?,Date Mail Sent,Verification,DB UPDATED,Latest Update Received,Data Base Comment 
N & N Vark Abattoir,01/009R,Gauteng,Closed,,,?,,,,,,,86.7,,Nigel,,,"Plot 87, Spaarwater, Heidelberg",,,Mr. C Du Plessis,,074 340 3209,,,,,,,,,,,,,,,,,,,,,,,,LT,,,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,2018.06.27,Database received from Talita
N3 Abattoir / confirm rc number,04/008,Free State,Active,,,?,,,,,,,318.4,P O Box 790,Harrismith,"9,880",,,,,PJ Jansen,corna@megawifi.co.za,072 244 3004,,,072 635 7147,,,,,,,,,,,,,,,,,,,,,RT,E,2,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Namlam Springbok Abattoir,09/009,Northern Cape,Closed,,,?,,AgriSETA,027 712 2558,027 712 2558 ,027 718 2980,4170139382,1192.7,P O Box 1025,Springbok,"8,240",,,,,NLK Vleisprodukte,namlamdeb@telkomsa.net,,C Engelbrecht,namlamcred@telkomsa.net,083 383 2446,Japie van Zyl,,082 903 5822,Japie van Zyl,,082 903 5822,,,,,,,,,,,,,,,LT,A,20,,x,,x,,x,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,"2202/05/27 update manager details
2024.01.22 Confirmed by Dr Neethling this Abattoir is closed"
Napier Abattoir,07/037,Western Cape,,,,?,,,028 423 3746,,,,1502.1,P O Box 105,Napier,"7,270",,,,,LH Swart,,,,,,,,,,,,,,,,,,,,,,,,,,RT,R,4,,x,x,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Ndumo Game,05/104G,KZN,Closed,,,?,,,,,,,629.9,,Kwangwanase,,,"Ndumo Game Reserve, Kwangwanase, 3973",,,Ezemvelo KZN Wildlife,,,,,,,,,,,,,Yes,Dr. C. C Meintjes,,,,,,,,,,,,LT,,,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,2018.06.27,Database received from Talita
Neosotho Trading,,,Active,,,?,,,033 342 3730,,033 694 2273,,538.2,88 Havelock Road,Pietermaritzburg,"3,200",Pietermaritzburg,,,,,johnt@worldonline.co.za,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,No ,,,,,,,Invoiced,,,,,,,,,,,,,,,No,,Pending Review,,,
New Style Pork T/a Lynca Meats,01/020,Gauteng,Active,ZA 14,Yes,?,Yes,AgriSETA,016 360 4600,,016 362 2029,4480178419,100.9,P O Box 223,Meyerton,"1,961",Midvaal Resources,"10 Leeu Road, Valley Settlements, Meyerton from Vereeniging highway take Meyerton turn",,,Brent Fairlie,brent@lyncameats.co.za,082 804 2517,Mr G Burger,wantie@lyncameats.co.za,083 456 5890,Emile Jonker,emilej@lyncameats.co.za,083 292 0006,Ancilia Van Staden,debtors@lyncameats.co.za,,albert@lyncameats.co.za; wantie@lyncameats.co.za; ellie@lyncameats.co.za; josh@lyncameats.co.za; gprinsloo@lyncameats.co.za; liza@lyncameats.co.za; paul@lyncameats.co.za,,,,,,,,,,,,,,HT,A,800,,,,,x,,,,,No ,No ,,,Yes,,No,x,Members,Members,Members,Members ,Members,Members,Members,Members,,Training email and accountant updated,,,,,,No,,Pending Review,2024.11.20,2025.07.22<br>2023.03.22,"
SL - 800 units from 430 as per dataform received
Latest report was received on the 18.11.2024 but no dataform"
Nieu - Bethesda Abattoir,,Eastern Cape,Closed,,,,,,049 841 1692,,,,879.7,Martin Street,,,,,,,ID Retief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Nieuwoudtsville Abattoir,09/061,Northern Cape,Active,,,?,,,027 218 1007,,086 616 9607,4880204732,1258,P O Box 270,Nieuwoudtsville,"8,180",,,,,Johannes Marthinus Spangenberg,nvilleslaghuis@hantam.co.za,083 230 3783,Marius,marius@hantam.co.za,,,,,,,,,,,,,,,,,,,,,,RT,E,2,,,,x,,x,,,,No ,No ,,,,,,,No ,,,,,,,awaiting payment,,,,,,,,No,,Pending Review,,,
Nkangala Abattoir,,,Active,,,,,,,,,,156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Nkhumeleni Abattoir,02/101R,Limpopo,Active,,,?,,,082 434 5844,,,,419.8,P O Box 630,Makhado,920,Makhado,Tshituni in Dzanani between Thohoyandou and Williamsport,,,Pauline Mokatuni,khorombicharity@gmail.com,082 434 5844,,,082 434 5844,,,,,,,ukubukuda@gmail.com,,,,,,,,,,,,,,LT,E,2,,x,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Nkomazi Red Meat Abattoir,08/059,Mpumalanga,Inactive,,,Yes,,,079 715 5532,,066 029 4903,,410,P O Box 335,Mzinti,"1,352",,Stand 5/R2/4 Tonga Road - Komatipoort and Malelane,"31°43'08""E ","25°40'56""S",Sipho Yaseen Ngwamba,,066 029 4903,Z E Sono,synkomaziabattoir@gmail.com,082 070 8524,,,,,,,,,,,,,,,,,,,,,LT,D,12,,x,,,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,2018.03.15 Received from Dirk
Nkumeleni,05/051,KZN,Closed,,,Yes,,,,,035 460 0001,,526.5,P O Box 12,Nkwalini,"3,816",,,,,Magda Smit,,084 567 8017,,,,,,,,,,,,,,,,,,,,,,,,RT,R,3,,x,x,x,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
NN Abattoir (Pty) Ltd (Newcastle),05/010,KZN,Active,,,Transformation,,AgriSETA,034 375 6861,034 375 6074,,4500122801,358.4,P O Box 2519,Newcastle,"2,940",Ethekwini,46 Marconi Drive New Castle 2940,,,Imtius Ahmad,habibia@telkomsa.net,071 682 2932,Paul Meyer,accounts@nnabattoirkzn.co.za,082 456 0490,Luzanne Lee,accounts@nnabattoirkzn.co.za,074 732 7700,Luzanne Lee,accounts@nnabattoirkzn.co.za,074 732 7700,newcastle.abattoir@telkomsa.net;admin@nnabatoirkzn.co.za,,,,,,,,,,,,,,HT,A,140,,x,,x,,,,,,No ,Yes,,,,,,x,Members,Members,Members,Members,Members,Members,Members,Members,,Data form to be updated this week 2025.03.24,,,,,,No,,Pending Review,,07.04.2025,"Manager'a email updated, Training dfetails and accountant's details updated"
Nongoma Abattoir,05/050,KZN,Closed,,,,,,035 831 0027,,,,520.1,P O Box 72,,,,,,,Potgieter,,084 491 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Nooitgedacht Abattoir,05/066,KZN,Closed,,,,,,,,,,526.5,P O Box 1790,,,,,,,Nooitgedacht Abattoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Northern Cape D.A. Abattoir (Oryx) ,09/075,Northern Cape,Closed,,,,,,053 832 9596,,,,856,P O Box 1094,,,,,,,Corine C van Rensburg,,083 644 5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Numo Meats,07/046,Western Cape,Active,ZA 490,,Yes,,,012 941 9977,023 315 5009,,4390282087,1357.2,P O Box 79,Ceres,"6,835",Ceres,5 Edison Road Ceres ,,,Hilton Klein,receptionceres@numolux.com,,Bankies Malan,bankies@numolux.com,084 075 6807,Sibongile Sothoane,bongi@numolux.com,083 232 4497,Bankies Malan,bankies@numolux.com,084 075 6807,francoisstander.73@yahoo.com; lungelwa@tshawecom.co.za; reception@osdampaarl.co.za; accounts@ceresmeat.co.za,,,,,,,,,,,,,,HT,A,100,,x,,x,,,,,,No,Yes,,,,,,x,Members,Members,,,,members,Members,,,The latest report was received on the 16.10.2024,,,,,,No,24-Feb-26,Pending Review,2025.01.22,,Berenice said over the phone that the name of the abattoir is Numo Meats
Nyezenhle Holdings,05/043,KZN,Active,,,Transformation,,,076 468 2928,,034 218 1334,,354.5,P O Box 1723,Dundee,"3,000",Amajuba,(12 Holly Street Furnwood Newcastle) N11 Road Sunset Rest Farm,,,Bongani Shelembe,info@nyezenhle.com,073 181 3322,Jashwin Singh,jashwinsingh3@gmail.com,060 967 0521,,jashwingh@gmail.com,,,,,triplecmeats@gmail.com; admin@triplecfeedlot.co.za,,,,,,,,,,,,,,HT,A,100,,x,,x,,,,,,No ,Yes,,,,,,x,Members,Members,Members,Members,Members,Members,Members,,,,,,,,,No,,Pending Review,,,"2022/05/27, owner name & nr changed"
Olienfontein Abattoir,09/059,Northern Cape,Closed,,,?,,,053 313 1231,,053 313 1231,,680,P O Box 435,Postmasburg,"8,420",,Main Street 46 Postmasburg,,,Charl F Viljoen,cfviljoen3@gmail.com,082 371 4737,Gert,,082 949 4483,,,,,,,,,,,,,,,,,,,,,LT,E,5,,,,x,,,,,,No ,No ,,,,,,,Members,Members,Members,Members,Members,Members,Members,awaiting payment,,,,,,,,No,,Pending Review,,,
Olyvenfontein (Noorsveld) update details,06/099,Eastern Cape,Active,,,,,,049 836 9038,,,,892.4,P O Box 24,,,,,,,Deon Taljaard,,082 578 2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Omgeruil,04/060,Free State,Closed,,,?,,,,,,,367.9,P O Box 312 ,Bloemhof,"2,660",,,,,D Coetzee,,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,5,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Ons Abattoir,04/056,Free State,Inactive,,,?,,,,,051 673 1020,,603.5,P O Box 191,Zastron,"9,950",,,,,A Scorrana,,,Monica Leon,malutih@telkomsa.net,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Orama Abattoir,03/035,North West,Active,,,Transformation,,,073 044 3655,,,,158.3,P. O Box 1314,Mogwase,314,Mogwase,Orama meat supply Sepeding section,,,Frans Moloko Masipa,,082 894 0147/0634481239,Oratile Masipa,,071 356 7983,Orathile Masipa,oratile.masipa@gmail.com,071 356 7983 /083 226 0509,Daphney Masipa,daphneymasipa@gmail.com,,oratile.masipa@gmail.com,,,,,,,,,,,,,,RT,R,2,,x,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Origon Meat Group,,,Active,,,?,,,083 337 1230,,,,864.1,,,,,,,,,,,,,,,,,,,,redmeat64@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Oryx Abattoir (Gondwana Marketing),01/037,Gauteng,Closed,,,?,,,014 161 0730,,086 684 4757,4370224091,96.2,P O Box 170,Magaliesburg,"1,791",,,,,Gondwana Marketing,lkliezel@gmail.com,082 305 4107,Liezel Kleynhans,admin@gondwanamarketing.co.za,,Heste Schalekamp,heste@buffelskom.com,083 280 0737,,,,,,,,,,,,,,,,,,LT,C,25,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Ottos Bluff,,KZN,Closed,,,?,,,,,,,551.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT,,,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Ou Klipfontein Abattoir,06/024,Eastern Cape,Closed,,,,,,051 653 1281,,,,1052.8,P O Box 63 ,,,,,,,S G J Nel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Overberg Meats Abattoir,07/007,Western Cape,Active,ZA 469,,?,,AgriSETA,028 426 1812,,,,1485.6,P O Box 250,Bredasdorp,"7,280",Overberg,47 Ou Meuleweg Industrial area Bredasdorp 7280,,,Dian Giliomee,diang@overbergmeat.co.za,076 166 8182,Simey De Lange,simeydl@overbergmeat.co.za,076 312 9058,Angie Rusant,angier@overbergmeat.co.za,078 078 8022,Danie de Wet,daniedw@overbergmeat.co.za,079 573 6884,denmariem@overbergagri.co.za; overbergmeat@telkomsa.net,,,,,,,,,,,,,,HT,A,100,,x,,x,,,,,,No,Yes,,,,,,x,Members,Members,Members ,Members ,Members,Members,Members,Members,,Training details updated as well as export number,,,,,,No,,Pending Review,,2024.02.27,"Name of the abattoir updated, owner's details, manager's details updated"
P J Ludick Abattoir,02/034,Limpopo,Active,,,?,,,,,,,371.1,P O Box 809,Louis Trichardt,920,,Van Der Lith Street 2572,,,Soloprop Directors,ludick@hotmail.co.za,,Chris Swart,ludick@hotmail.co.za,079 021 1680,,,,,alidapjludick@hotmail.com,,pjludick5@gmail.com,,,,,,,,,,,,,,HT,A,290,,x,,,,,,,,No ,No ,,,,,,,Members,Members,Members,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2024.12.19,Chris gave me the address and we will send the dataform for update
Paarl Abattoir / OSDAM check details (part of Roelcor),07/024,Western Cape,Active,ZA 454,,,,,021 868 2079,,,,1400.7,P O Box 3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,Requested updated information
Palmietfontein Slagpale,03/003,North West,Active,,,?,,,082 524 5873,,,4250296391,221.9,"P O Box 6090, Flamwood ",Klerksdorp,"2,572",Matlosana,Palmietfontein Beerdey Klerksdop 2572,,,Nicolaas du Toit,dutoitnico432@gmail.com,082 524 5873,,,082 817 9923,,,,,,,,,,,,,,,,,,,,,LT,D,20,,x,,x,x,,,,,No ,No ,,,,,,,No ,,,,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Palmietfontein Slagpale,09/065,Northern Cape,Inactive,,,,,,082 524 5873,082 817 9923,,4250296391,856,"P O Box 6090, Flamwood ",Klerksdorp,"2,572",Matlosana,Palmietfontein Beerdey Klerksdop 2572,,,Nicolaas du Toit,dutoitnico432@gmail.com,082 524 5873,,,,,,,,,,,,,,,,,,,,,,,,LT,D,20,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,20.11.2025,,Their active in the RC no: 03/003 which is North West not under Northern Cape
Peace Abattoir (Pty) Ltd,06/023,Eastern Cape,Closed,,,?,,,045 839 4648,,045 838 3177,4930205127,826.4,P O Box 2601,Komani Queenstown,"5,319",,,,,Andrew Kelk A Mager,peacefarm@lcom.co.za,083 381 2665,Gideon Greyvenstein,,071 871 3537,,,,Sonuye Naidoo,,,,,,,,,,,,,,,,,LT,D,50,,x,,x,,,,,,No ,No ,,,,,,,Members,Members,Members,Members,,,,,,,,,,,,No,,Pending Review,,,
Petrus Steyn Abattoir (Lamb Shack) NAME CHANGED TO SWEET HOME MEATS TO BE CONFIRMED 04/083 CHECK NAME AND UPDATE,04/048,Free State,Closed,,,Yes,,,082 600 5373,,086 662 0805,4700256789,235.9,P O Box 4320 ,Rivonia,"2,128",Nketoana,Van Riebeeck Street 15 Petrus Steyn 9835,,,Mochele Noge,mochele.noge@gioberti.co.za,082 600 5373,Bennie J van der Berg,bvdbsaoz@gmail.com,,Mochele Noge,,,Mochele Noge,rosemarynoge11@gmail.com,,,,,,,,,,,,,,,,LT,D,20,,x,x,x,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Phalaborwa Abattoir,02/014,Limpopo,Active,,,?,,,015 781 2155,015 781 6888,,,458.4,P O Box 930,Phalaborwa,"1,390",Ba - Phalaborwa,"6 de Laan, no 19 Uitbreiding Phalaborwa",,,P Warren,,083 635 1817,Bokkie van Rooyen,bokslagpale@gmail.com,015 781 7035,,,,Melanie Human,mhuman@web.co.za,083 231 9245,,FSA,,,,,,,,,,,,,HT,C,50,,x,x,x,,,,,,No ,No ,,,,,,x,Members,Members,Members,Members,,,,,,,,,,,,No,,Pending Review,,2022.05.27,update owner details
Phangela Abattoir,05/077<br>N5/77,KZN,Active,,,Transformation,,,035 940 3302,,,4410314472,559,P O Box 284,Hluhluwe,"3,960",Mkhanyakude,Ngweni Area Portion 1 of Farm Leowill 18451,,,Sphamandla Maphanga,phangelatrading@gmail.com; sk2maphanga@gmail.com,072 473 2605/ 076 456 0632,Wiseman Buthelezi,khulekaniwiseman32@gmail.com,076 524 9257,Mrs Siphosethu Ndwandwe,siphondwandwe25@gmail.com,076 456 0632,,,,,,,,,,,,,,,,,,LT,,6,,x,,,,,,,,No,No,,,,,,,,,,,,,,Members,,"Thoughputs, units and telephone number updated 02.02.2024",,,,,,No,,Pending Review,,2024.08.02,"Owner's email updated, new manager and trainer's details updated"
Philippolis Abattoir  ,04/030,Free State,Active,,,?,,Foodbev,051 773 0215,,051 773 0406,4080185400,625.4,P O Box 3,Philipolis,"9,970",Kopanong,"Achter Justice Straat, Philippolis",,,Pierre Cilliers,phsslagpale@karoocs.co.za,084 800 8208,Tanya Cilliers,tanyacilliers@gmail.com,072 634 7926,Piet Cilliers,,,Marie Cilliers,phsslagpale@karoocs.coza,,info@reedbuckridge@gmail.com,,,,,,,,,,,,,,HT,A,240,,,,x,,,,,,No ,No ,,,,,,x,Members,Members,Members,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2023.10.02,New owner's details and manager updated
Porkus Abattoir - GAUTENG,08/029,Mpumalanga,Closed,,,,,,013 933 3743,,,,66,P O Box 2644,,,,,,,Herman H Van Oordt,,082 893 6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Post Chalmers Abattoir,06/080,Eastern Cape,Closed,,,,,,048 881 1190,,,,893.7,P O Box 170,,,,,,,AT van Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Postmasburg Abattoir & Butchery,09/035,Northern Cape,Closed,,,?,,,053 313 1231,,053 313 2003,,856,P O Box 501,Kaphu,"8,446",,,,,Gert Oliver,slagpale@lantic.net,082 371 4737,Yolandi Rothner,bart462@msn.co.za,071 324 5686,,,,,,,,,,,,,,,,,,,,,LT,D,15,,,,x,,,,,,No ,No ,,,,,,,No ,Members,,,,,,,,,,,,,,No,,Pending Review,,,
Potchefstroom Abattoir,03/029,North West,Active,,,?,,AgriSETA,071 618 0946,,,4750106611,182.1,P O Box 448,Potchefstroom,"2,531",JB Marks,26 Jeppe Street Potchefstroom,,,PJ Cloete,universalbuilduimpie@gmail.com,068 656 3087,MC de Villiers,potchabattoir@safricom.co.za,071 618 0946,A Mokgoja,asekhamane@yahoo.com,072 536 2730,R Rossouw,accounts@pldmeat.co.za,063 835 6617,jacoeloff@wpfarming.co.za,,,,,,,,,,,,,,HT,A,120,,x,,x,,,,,,No ,Yes,,,,,,x,No ,,,,,,,,,,,,,,,No,25-Feb-26,Pending Review,,2025.06.27,Species updated as well as the telephone number
Potgietersrus Abattoir (Pty) Ltd,02/016,Limpopo,Active,,,?,,AgriSETA,015 065 0288,015 491 4250,015 491 6275,4680119643,209.1,Mokopane Postnet,Mokopane,600,,"15 Simmentaller straat, Industria Mokopane (206 km)",,,"Chis Keet, Charles Booysen, Hennie Venter",pottiesabattoir@mokopane.za.net,082 560 4249,Janie Le Roux,lerouxjanie@gmail.com,082 560 4249,,,,Elize Britz,,015 491 4250,,,,,,,,,,,,,,,HT,A,150,,x,x,,x,,,,,No ,No ,,,No ,No ,,,Members,Members,Members,Members,Members,,,,,,,,,,,No,,Pending Review,,2023.03.15,Email from Janie that the abattoir is closed - 15.03.2023
Prieska Abattoir,09/049,Northern Cape,Active,,,?,,,053 353 1186,,053 535 1186,,780.1,P O Box 349,Prieska,"8,940",,,,,Ben Naude,pskslaghuis@gmail.com,082 494 4621,Attie Naude,,082 494 4621,,,,,,,,,,,,,,,,,,,,,LT,E,10,,x,,x,x,,,,,No ,No ,,,,,,,No ,,,,,,Members,Members,,,,,,,,No,,Pending Review,,,"2022/05/27, change owner & manager info"
Prins Albert Abattoir,07/054,Western Cape,Closed,,,?,,,023 541 1470,,023 541 1470,,1157.2,P O Box 71,Prins Albert,"6,930",,,,,JC Fourie & AJ Olivier,,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,5,,x,x,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Prospect Vleisverspreiders,03/025,North West,Closed,,,,,,053 911 911,,,,351.5,P O Box 2660,,,,,,,TJ Kotze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Puna Meats,,North West,Active,,,?,,,078 920 0484,,,,108.8,P O Box 477,Jerico,189,,"091 Legonyane, Legaeng Section",,,Dipuo Mogotsi,007pun@webmail.co.za,082 797 2818,Dipuo Mogotsi,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
R & R Abattoir (Pty) Ltd (Riverside Piggery),01/004,Gauteng,Active,,,?,Yes,AgriSETA,012 561 2548,,012 561 2549,4250177831,25.9,P O Box 261,Bon Accord,9,Tshwane,Rooiwal 270 JR Portion 31 Pretoria,,,Melanie Fysh,accounts@rrabattoir.co.za ,078 288 8920,Francois Jooste,francois@rrabattoir.co.za; admin@riversidepiggeries.co.za,064 752 6012,Roelof Themisson,roelof@rrabattoir.co.za,074 352 2051,Tracy,accounts@rrabattoir.co.za; accounts@riversidepiggeries.co.za,078 288 8920,,,,,,,,,,,,,,,HT,A,375,,,,,x,,,,,No ,No ,,,,,,x,Members,Members,Members,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.07.21<br>2025.03.14,"SL - Called Melanie to confirm it is 375 units and not animals per day (however they only slaughtering about 150 units)
Training&#39;s details updated"
Ramanala ,03/043,North West,Active,,,Transformation,,,073 471 3047,053 927 0175,,,175.1,P O Box 158,Northam,360,,No 43 Sefikile,,,H Ntsebele,,073 471 3047,,,,,,,,,,,,,,,,,,,,,,,,RT,E,2,,x,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Ramburg Beef Abattoir,08/012,Mpumalanga,Active,ZA 191,9/11/2018,Transformation,,,013 753 3739,,,4610193395,317.9,P O Box 3090,Nelspruit,"1,200",Nelspruit,"1 Heynecke Street no 1, Nelspruit","30°59'05""E ","25°27'46""S",Wesley Tecklenburg,wesley@ramburg.co.za,072 219 6944,Tienie De Villiers,tienie@ramburg.co.za,082 922 7999,Maggie Sibanyoni,training@ramburg.co.za,076 433 1310,Tiaan Snyman,tiaan@ramburg.co.za; finance2ramburg.co.za; creditors@ramburg.co.za,082 940 3063,mark@ramburg.co.za; abaman@ramburg.co.za;,,,,,,,,,,,,,,HT,A,200,,x,,x,,,,,,No ,No ,,,,,,x,Members,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.03.03,"Manager's email, training details, accountant's details halaal as well as export number updated"
Rayner Trust Abattoir,05/065,KZN,Closed,,,?,,,033 701 1014,,033 701 1882,,633,Private Bag X2,Underberg,"3,257",,,,,Pevensey Place Association,champ@isat.co.za,,Diana D Botha,,083 651 9577,,,,,jan@pevenceyplace.co.za,,,,,,,,,,,,,,,,LT,R,2,,x,x,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Red Line Abattoir,06/045,Eastern Cape,Active,,,?,,,076 805 1374,,,4600112520,1200.3,P O Box 156,Humansdorp,"6,300",Kouga,"kleinplaas, humansdorp",,,kobus du Plessis,kleinplaas@igen.co.za,082 492 8030,Charl du plessis,charlprieur92@igen.co.za,076 805 1374,Patrick Phike,,064 096 8119,Annemarie van Schalkwyk,annemarie@igen.co.za,084 206 4430,,,,,,,,,,,,,,,LT,D,20,,x,,x,,x,,,,No ,No ,,,,,,,Members,Members,Members,Members,,,,,,Species updated 10.07.2024,,,,,,No,,Pending Review,,2024.07.10,"Owner, Manager, accountant and training updated"
Renbro Meat Market,01/073,Gauteng,Active,,,?,,AgriSETA,082 460 6361,,086 689 4225,4680104926,48.2,P O Box 1155 ,Pyramid ,120,Tshwane,Portion 26 of the remainder of portion 2 Hammanskraal 112JR,,,Zane Rens,zane@renbrogroup.co.za,082 460 6361,Riaan Grobler,slaughter@renbromeat.co.za,084 916 2955,,,,Derick Hattingh,derick@renbrogroup.co.za,072 239 0959,,,,,,,,,,,,,,,HT,A,60,,x,,x,x,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,2022.05.27,Zane confirmed that the capacity is 60 17.02.2025
Rica Abattoir,01/006,Gauteng,,ZA 400,,?,,,011 696 9910,,,,82.3,P O Box 3346,Randgate,"1,763",,,,,R Haas,abattoir@rica.co.za,011 696 9910,Peer Kleinhans ,pierre@rica.co.za,083 513 0408,Willem Broodryk,willem@rica.co.za,,,,,andree@rica.co.za,,,,,,,,,,,,,,HT,B,75,,,,,x,,,,,No ,No ,,,,,,x,No ,,,,,,,,,,,,,,,No,,Pending Review,,,2022/05/27 update manager details
Richtersveld Abattoir,,Northern Cape,Active,,,,,,,,,4730283787,856,,,"8,290",Namakwaland,Beauvallon Farm,,,Mr Rice,mikerice@hotmail.com,084 657 5984,,,071 490 4495,Mr C Obbies,,072 493 2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Riemland Abattoir,04/050,Free State,Active,,,?,,,058 863 2631,058 863 2563,058 863 2560,,265.3,P O Box 68,Reitz,"9,810",Nketoana,Darps Grand O Reitz (37 Roos Straat. Reitz (slaghuis)),,, J Van Zyl,sentraleslaghuis.rlz@gmail.com; sentraleslaghuis@telkomsa.net,079 194 6013,Martin Hattingh,martin.rosslin@gmail.com,083 637 8422,,,,Mari,sentraleslaghuis.rtz@gmail.com,,,,,,,,,,,,,,,,LT,D,15,,x,x,,,,,,,No ,No ,,,,,,,No ,,,,,,Members,Members,,,,,,,,No,,Pending Review,,2024.02.06,Updated database 2024.02.06 was previously know as Reitz Abattoir; To confirm Owner and RC document?
